Event_ID,Event_Name,Parent_Event_ID,Event_Type,Probability_Type,Probability_Value,Distribution_Type,Min,Max,Mean,Median,Mode,StdDev,Lambda,Alpha,Beta,Shape,Scale,Fixed_Value,Consequence_Type,Consequence_Distribution,Consequence_Min,Consequence_Max,Consequence_Mean,Consequence_StdDev,Dependency_Type,Dependency_Condition,Correlation_Group,Notes
N0251,Document and Identity Presentation: node 42 - Passenger re-screened and cleared after resolution,N0004,Phase,poisson,,poisson,,,1.7159,,,,1.7159,,,,,23,Operational,fixed,,,23,,conditional,Document and Identity Presentation branch condition: requires independent confirmation before escalation. Defensive test data only.,CG-P3-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Passenger re-screened and cleared after resolution. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0252,Document and Identity Presentation: node 43 - high workload condition increasing need for supervisor oversight,N0004,Decision,triangular,,triangular,0.4240,0.6640,0.5440,,0.5440,,,,,,,,Reputational,uniform,20,37,28.5,4.9,requires_parent_success,Document and Identity Presentation branch condition: triggered only if prior control is unresolved. Defensive test data only.,CG-P3-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: high workload condition increasing need for supervisor oversight. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0253,Document and Identity Presentation: node 44 - Maintain passenger flow while resolving the event safely,N0004,Control,lognormal,,lognormal,,,0.5342,,27,0.1068,,,,0.357,0.5342,,Financial,triangular,19,45,27,,blocks_if_detected,Document and Identity Presentation branch condition: feeds supervisor review but does not grant access. Defensive test data only.,CG-P3-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Maintain passenger flow while resolving the event safely. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0254,Document and Identity Presentation: node 45 - incomplete divestiture or preparation requiring re-screening,N0004,Observation,uniform,,uniform,0.6111,0.8111,0.7111,,,,,,,,,,Legal/Compliance,normal,,,29,5.2,mitigates_parent,Document and Identity Presentation branch condition: requires independent confirmation before escalation. Defensive test data only.,CG-P3-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: incomplete divestiture or preparation requiring re-screening. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0255,Document and Identity Presentation: node 46 - property image anomaly resolved only through approved process,N0004,Detection,beta,,beta,,,0.7137,,,,,22.840,9.160,0.35,29,,Workforce,lognormal,,,31,7.8,escalates_if_unresolved,Document and Identity Presentation branch condition: triggered only if prior control is unresolved. Defensive test data only.,CG-P3-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: property image anomaly resolved only through approved process. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0256,Document and Identity Presentation: node 47 - Route to secondary resolution using approved checkpoint process,N0004,Escalation,fixed,0.6592,fixed,,,,,,,,,,,,0.6592,Passenger Experience,fixed,,,33,,independent,Document and Identity Presentation branch condition: feeds supervisor review but does not grant access. Defensive test data only.,CG-P3-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Route to secondary resolution using approved checkpoint process. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0257,Document and Identity Presentation: node 48 - Residual risk remains and is flagged for review,N0004,Outcome,normal,,normal,,,0.6668,,,0.0800,,,,,,,Security,uniform,30,47,38.5,4.9,conditional,Document and Identity Presentation branch condition: requires independent confirmation before escalation. Defensive test data only.,CG-P3-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Residual risk remains and is flagged for review. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0258,Document and Identity Presentation: node 49 - Apply standard operating procedure without describing restricted methods,N0004,Recovery,poisson,,poisson,,,1.8748,,37,,1.8748,,,,,,Operational,triangular,29,55,37,,requires_parent_success,Document and Identity Presentation branch condition: triggered only if prior control is unresolved. Defensive test data only.,CG-P3-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Apply standard operating procedure without describing restricted methods. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0259,Document and Identity Presentation: node 50 - inconsistent passenger explanation requiring additional screening,N0004,Observation,triangular,,triangular,0.4948,0.7348,0.6148,,0.6148,,,,,,,,Reputational,normal,,,39,7.0,blocks_if_detected,Document and Identity Presentation branch condition: feeds supervisor review but does not grant access. Defensive test data only.,CG-P3-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: inconsistent passenger explanation requiring additional screening. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0260,Document and Identity Presentation: node 51 - False alarm resolved with no prohibited item found,N0004,Phase,lognormal,,lognormal,,,0.6106,,,0.1221,,,,0.372,0.6106,,Financial,lognormal,,,41,10.2,mitigates_parent,Document and Identity Presentation branch condition: requires independent confirmation before escalation. Defensive test data only.,CG-P3-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: False alarm resolved with no prohibited item found. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0261,Document and Identity Presentation: node 52 - workflow interruption that could create screening distraction,N0004,Decision,uniform,,uniform,0.4740,0.6740,0.5740,,,,,,,,,43,Legal/Compliance,fixed,,,43,,escalates_if_unresolved,Document and Identity Presentation branch condition: triggered only if prior control is unresolved. Defensive test data only.,CG-P3-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: workflow interruption that could create screening distraction. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
